text,class
" an absolutely beautiful medallion and for the price a no-brainer! my wife loved it ",positive
" this item arrived in a timely manner extremely well-packaged and exactly as advertised. a+++ ",positive
" i ordered this watch for my husband. he absolutely loved it! the watch band is designed narrower at the point where it connects with the watch. my husband especially like that design because he says he can wear it for extended periods without the band pinching or rubbing his wrist. i was unsure what the quality would be because of the low price however the watch was an excellent quality product. tmccann f ",positive
" this is my 2nd one. that's just because i dropped the other one on my hard tile a few too many times and was tired of sending it in to get fixed.(it was just the watch face that broke the watch kept on ticking) all you have to do is read the simple directions on entering your age weight sex and hit start during your work out. when you're done you can see your average heart rate during your workout the length of your workout and the calories burned. there are many other things you can do with it such as set an alarm if your heart rate gets too high/too low set an alarm to wake you up from your power nap do lap times etc ",positive
" silver insanity does it again bringing high quality unique jewellery to the masses at affordable prices. this necklace is so gorgeous one has to see it up close to fully appreciate it. it is so detailed even the tiny thorns are so delicate and perfectly placed. this is such a beautiful piece of jewellery that no woman should be without. this valentine's day (or anniversary or birthday) instead of buying your woman chocolates that she doesn't need or flowers that will die after a few days buy her a gorgeous unique rose that will last forever ",positive
" i think the necklace is beautiful it's exactly what i expected. i really love it! ",positive
" the charm is gorgeous... any mother would love it from their husband or children. but okay if you are buying this necklace for a mother under the age of 30 they will be okay with the length of the chain if you are buying the chain especially for a woman who is over the age of 40 they might be bothered by the short chain.. or if they have a large neck not saying my mother has a large neck she just has three surgery scars that the short rubbing chain bothers ",positive
" i was pleasantly surprised with the high-0quality of the merchandise. my mother-in-law loved it ",positive
" its a nice necklace for your mom. no matter the age im sure she'll appreciate it. i was not quite sure what to expect but i was unexpectedly surprised that it is really pretty and lustrous. i guarantee that you will be pleased and your mom will love it ",positive
" i bought this for my boyfriend as a birthday gift and had it engraved at things remembered - it looks really nice and very chic with the engraving. he loves it and it has come in a lot of use. the only bad things are 1.the rectangular hole on one side (the side not shown) and 2. the shiny side will obviously get some scratches on i ",positive
" these watches are just what my little boy was looking for since his identical watch broke. he was so happy i not only found 1 but 6 for the price of one. these are nice for a child who is just learning to tell time ",positive
" they're cool. some break to easily but others dont. it does not feel like you are wearing a watch and they are very small its just like i said they break easily but i would give it 4 ",positive
" the earrings are lovely especially given the bargain price. they came in a nice box too so if you want to give them as a gift they make a nice presentation. overall couldn't beat this deal ",positive
" great quality well made and best results with amazon....thanks and five stars....brav ",positive
" these earrings are beautiful. they are big so they look best if worn by themselves. very light so they are very comfortable ",positive
" ever notice how hard it is to find a watch that really fits the arm of your 6-year-old? not any more. this not only gave my kids a watch that actually fits it was fun for them to assemble them and they are still mixing up the colors of the bands. you can simply add or subtract links to get the perfect fit. the different links provided means if it breaks there's plenty of spares. there's no spare clasp pieces so if they break the clasp they're done but the clasps are quite sturdy the kids have broken a couple of links without breaking the clasps already. they have learned to be aware of the watch on their wrist so they haven't broken any more links since the first few days (and there's twice as many links as what we need). overall this was a great product that my kids enjoy. ",positive
" my 3 year old son loves this watch. you can change all of the pieces of the band to different colors and different sizes. it clicks on easily and doesn't come off -- even on a child's arm. i am very happy with this watch ",positive
" if your little guy or gal is struggling with telling time and is a lego fan this is the best deal money can buy. under $20 and is expandable etc. probably not the most durable diver type watch you'll ever buy but it is really good looking easy to assemble (it's a lego) and all the kids think it's neat to boot ",positive
" original concept it generates imagination through the different colors and designs the child can create. and is a reliable watch too! all that for an afordable price ",positive
" his wrist was too small for mens too masculine for a womans watch but way too grown up for those babyish kiddie watches. this is the perfect accessory for all of your lego maniacs! fun to re-design as well ",positive
" these watches are awesome. my two sons ages 6 and 8 are crazy about them. they get to customize it to their own likings which makes it easy to tell their watches apart. when they get tired of it being the same way they just change the lego pieces around (which helps them in patterning skills and math) and they have a different watch. my 8 year old had no issue changing his around but the 6 year old might have touble with this since the peices are tiny and snap tightly in to place (that's what mom's are for). this is a great beginner's watch but also large enough for older users. i wore it and thought it was great as well. it was very fun to wear everytime i looked down at it i smiled. in the day and age of digital mania it is nice to have something so fun for the children to be able to tell regular time. the price was very reasonable especially when the chances of it being lost are very great. i highly recommend this watch. i wish they had girl colors ",positive
" i purchased this watch for my 7 year old son. it is a eye catching and because it's lego it was an instant hit. it has numbers on the face (not roman numerals or lines) which is important when they are beginning to tell time. the price is fair. the only complaint he has is that it is very difficult to put on and because the band is plastic...it gets a bit sweaty. all in all it's a fun cool! watch. ",positive
" the keyring is very nice. i had no idea just how light titanium is. the caps screw on and while the engineering and tolerances are quite tight it's easy to see the caps coming unscrewed making the ring kinda useless. definately advised to crank the caps on very tightly after putting your keys on it. additinally the metal is quite plyable and i've had to stop myself many times from bending the ring while fidgiting with my keys. ",positive
" i must say i was hesitant to buy after reading the reviews but they are for my two year old so i figured they really couldn't be too small. and they are not. i also purchased other earring from some other vender for a lot more $ and guess what the quality of theese is soooo much better. all in all yes they are tiny but very cute and don't lack detail! will buy again ",positive
" the shape of this pendant is very flattering (elongated draws the eye downward). it looks great with the windows hoops i purchased at the same time. the chain is nice and as with all zina sterling - the silver is very polished and beautiful ",positive
" i wear it almost everyday and it's a lot of fun to change out the wrist band ",positive
" i bought this watch for my 5 yr old and though it works just fine the watchband is way too big for him. fortunately i am handy with a sewing machine and was able to take a pinch in the band but it makes it bulky and uncomfortable. therefore he only wears it in bed so that he can play with the indiglo feature in the dark. as soon as he gets up in the morning though he takes it off. ",positive
" i just bought this ring. it is really beautiful. it is a litttle bigger than i thought it would be but it fits good and was shipped quickly. it was a really good buy. ",positive
" pretty pendant for the price. the chain is very light but the pendant itself is nice and hangs well ",positive
" this is the second item i have ordered from this company and i am extremely pleased with the quality and value for my money. i would recommend them to anyone ",positive
" these earrings are quite nice. yes they do look brown up to the light but they are a definite red when backed with any type of shadow. they can be worn to accent an elegant look or add style to a friday casual look. they may not be heirloom quality but could last quite a long time in the modern costume jewelry category. ",positive
" fast and easy ordering received frequent order status updates. received order as expected (fast). i love these earrings. i have worn at least one day a week since i receive ",positive
" i love puzzle rings. in england it's real difficult to find them i love the jewellery on amazo ",positive
" i bought this as a present for my daughter. i was very pleased with the quality and the finish of the ring. (if anyone wants additional instructions about how to put it together check wikipedia. i believe there is even a video.) i highly recommend this ring for people who enjoy sterling silver symbolism and something just a little bit different ",positive
" nice ring fast delivery. i still need to check it out because my daughter says it doesn't completely break down the way my old puzzle ring did ",positive
" this watch is a delightful present; amazon did a great job in delivering it on time and in excellent condition and as stated in the previous review it does look better than even on the picture! keep up the fantastic work amazon you guys are a great realiable trustworthy source to send out gifts to loved ones in the us ordered from outside the us. [... ",positive
" this is a very nice watch. the pink mother-of-pearl face is lovely to look at and the leather strap is very soft. the date is a little small but the watch is so nice that i didn't even care. the only complaint i have is that amazon sent me this watch with a dead battery inside. i had to get a new battery on my own but as soon as i told amazon they credited me the $10. that was great but they should have sent me a watch in working condition. otherwise the watch is highly recommended. even nicer than in the photo ",positive
" i like the stop watch functions that this watch has. i also like the seperate dials for the different timekeeping functions. unfortunately this watch is hard to read in bright light. such as sunlight and well lit spaces. overall though i like this watch because it looks good. well it looks good on me anyway ",positive
" it's great looking the crystal positively gleams. folks comment on it all the time. i love this watch so much that i've bought it twice (lost it and simply had to replace it) ",positive
" great value looks and performes great!!!!!! has a lot of class and goes great with any type of apparel. only down fall occurs when placing the alarm it's kind off complex. ",positive
" i have owned this watch for over a month now and i can note the following: the watch has a diameter of approximately 40mm and is around 10mm thick. both these number seem average and it looks good on an average size wrist. the watch is a bit heavy but sits comfortably on the wrist. the bracelet rarely pulls the hair although i have plenty of it. the watch is easy to accumulate scratches but not on the glass. i have scratched the steel around the glass (as well as other places) but the sapphire resists remarkably. the time keeping is very accurate compared to the atomic clock on the web. after a month it has advanced less than half a second ahead which will result in a six second difference at most per year. i guess results may vary between different watches but it seems nevertheless impressive and trustworthy enough. the timer is very easy to start stop and reset with one button pushes. very fast and convenient. the alarm can barely be heard so is not appropriate for waking. it is useful though for reminders in a noise free location. not difficult to set but takes some time comparable with setting an alarm on a cell phone. since it is relative to the secondary time keeping mechanism you can have a second time zone set and advance the alarm relative to that. this watch does not seem to attract special attention to it and has not gained any comments so far without me bringing it in a conversation. is pretty conservative but i personally like that. the price of this watch in amazon seems to fluctuate between 100 and 140 dollars. if the price is higher than 130 i would wait a tad but not hold my breath too long. it is definately worth the money though since i have seen several seiko watches like this one enter their 20 or 30 years of age and still continue strong. for a dependable accurate water proof watch for every occasion most probably you cannot do better than this ",positive
" i ordered 2 watchesone for each grandaughter.one arrived with dead batteryhad it replaced and both are working well.they where well received by the granddaughter ",positive
" got this today and can't stop looking at it. it's beautiful. all who have seen it want one. i cant wait to try more of their jewelry ",positive
" i actually bought 2 different pair of diamond ear rings. the 14k gold ones were the keepers! they are pretty and big enough to use as a second pair in my ears! thanks to amazon for this offering ",positive
" i bought these for my wife and she really likes them. they're small enough that she can wear them day-to-day but they're nice enough for formal occasions as well. this is a very versatile set of earrings at a great price ",positive
" i couldn't belive my eyes when i saw diamond earrings with such an affordable price! i definitely think that selecting white gold is the way to go because it won't distract from the mesmerizing glamour of the diamonds. all my friends were wowed and shared that they will also consdier buying a pair. i am so happy. ",positive
" these earrings are very small maybe somewhere between 3 and 4mm each. they do appear white (i don't see any yellow tinting) with a slight slight bit of grey which i prefer over a super white look (as you might sometimes find in a cz). these earrings catch the light nicely showing a bit of rainbow effect. they aren't super super sparkly or faceted but they do possess shine and detail. i am very happy with these earrings as they are just what i wanted: something petite and real set in yellow gold and with a nice clean and believably sparkly look! i also like the fit of the earrings backs very tight and secure. ",positive
" i really like it it's an excellent watch and also a very elegant one ",positive
" i bought these for my wife and she liked them very much. 7mm is not as small as you may think. i certainly wouldn't buy anything larger in this style. i got them on sale for $15.00 can't go wrong with that price for 14k gold ",positive
" i bought these earrings as a christmas gift for my wife and they look great. my wife has long dark hair and the 7mm size really stands out. they came in a dark blue velvet jewel/ring box which comes in another dark blue box. my wife really loves them so that's a bonus for me. they are a nice little something for yourself or as a gift ",positive
" bellisimos los zarcillos los uso muy a menudo y el tiempo en que hice la orden fue bien rapida su entrega su tamaño real concuerda con las medidas que ofrecen ",positive
" these earrings just arrived and for $10 (friday sale) you cannot beat this value. luckily i bought two pair one as a gift and one for me on the off chance i liked them. otherwise i thought i could hold the second pair for one of my granddaughters. no way; the second pair is mine ",positive
" the box is soft and very durable. but it is a bit big. ",positive
" this heart box is great for your skagen or other brand watches or you can use it as a jewlery box for your bracelets. the box makes a v-day or anniversary gift even more special. your loved ones will appreciate the box as a sentimental reminder of the special gift. the watch pillow is plush padded box top and outside & inside box is lined with velvet ",positive
" i am not the type of person that wears jewelry but when i went shoping for a watch because i needed one one brand caught my eye...fossil. everyone knows fossil so everyone knows that they make good watches. i like this watch because of the color and because it has the day # on the face. it is like your everyday watch but with that bling look. very cool and very james bond. if you know what i mean. i plan to wear this watch everywhere i go. you should get this one not only because it looks cool but because of the price. you know that $$$ makes up your mind for you ",positive
" i bought this along with the butterfly pendant and 18 chain for a christmas gift (06) for my god-daughter and she loves them both. i loved the price! the earrings are a perfect fit with the necklace. she says she only wears them to church and special occasions. a great gift for teenage girls ",positive
" i'm very pleased with these earrings. they are a good weight...they aren't so heavy that they drag at the ear but they are substantial and a perfect size. i'd recommend these to earring lovers ",positive
" these earrings are beautifully made look great when put on and come at a great price. all these ingredients make a stunning value. i am a very pleased customer. ",positive
" i had these on my wish list and decided to order them for myself after christmas after looking in stores and not finding anything that looked quite the same! they just arrived and all i can say is wow! nice look substantial size and plenty of statement. picture does not do them justice. all i can say is don't hesitate you will be dissappointed if they sell out ",positive
" how can you go wrong with these two-tone hoops? they are stylish and substantial and perfect for both white and yellow gold lovers. highly recommended for yourself or as a gift ",positive
" my 26 yr old son got this for his birthday. he loved it and wears at always ",positive
" i bought this as a christmas gift (06) for my god-daughter michelle. she absolutely adored it. she told me she only wears it to church and special occasions. i loved the price ",positive
" this is a great choice for a business casual style watch. with it's crystal clear face and smooth shape it complements most business attire nicely. the adjustment button doesn't get pulled easily so there is less chance of accidental time loss. after several weeks of wear still no scratches on the watchface and the metal remains untarnished. i still get questions about it. definitely an eye-catcher ",positive
" this watch was a very good buy..for $ 45..looks like a nice 85-90$ fossil watch..the dial looks very elegant..with those numbers.. overall..i am very happy with this buy ",positive
" great watch looks very similar to a movado but worth the price. sharp look and perfect for any occasion ",positive
" the watch i purchased was great and a lifesaver because i couldn't find it in any stores and needed it as a gift for the best man at my wedding. it got to me quickly and was perfect. thanks ",positive
" the watch itself looks preety elegant. however the bracelet is a bit too rigid and it cand be very unconfortable until you get used to it. i don't regret buying it. it's worth the money ",positive
" is a nice clocksome people tall to me about the clockthe people sayis nice the clock ",positive
" got this watch for my one son for christmas but ended up going to the other son since his arm is on the small size and this is a pretty good size watch. it is beautiful and well described. arrived in perfect condition and had no problem requesting extra links using the fossil toll free # and then the local store that sells fossils put the links in for me. i went with a small dress watch for the other son.. everyone was happy ",positive
" greetings exelente product and magnifies attention from the store thanks kindly domenico pascarell ",positive
" got this ring last christmas for my wife. it still looks very nice and looks more expensive than it is. she gets lots of compliments on it when she wears it ",positive
" i am very impressed with the detail work on this ring. it is really eye catching and quite lovely. the shipment arrived very quickly. the stone is a true emerald shade of green and the cut is nice but the clarity of the stone could be a little better. however for the price it is an excellent ring and i would gladly give it as a gift ",positive
" this was a gift and i was very pleased with both the quality and extremely fast shipping. i will definitely purchased from this seller again ",positive
" this ring is beauriful and eye catching. i unfortunatey wore it in a hot tub that had too much clorine in it so the shinyness of the metal faded and despite that the ring remains beautiful ",positive
" i was searching the web for weeks... i saw thousands of watches... and i didn't like them. when i saw this watch... that was it - one of the most beautiful watches in the world. i think design of this watch is superb - very simple but astonishingly beautiful and original. but there is one problem with this watch - it can be purchased only in north america. being from europe i had difficulties to get it ",positive
" i have thoroughly enjoyed these earrings. very nice size and great quality. they are light-weight and have a great hinge. i have a baby who sometimes grabs them but they have yet to be bent out of shape. i sometimes keep them in for days at a time and my sensitive ears don't ever develope a reaction ",positive
" this necklace turned out to be a fantastic gift. she wears it everyday with every outfit. it looks great with jeans and a t-shirt and with an extravagent dress. ",positive
" outstanding service - product was as described and the price was fair - mailing in a timely manner was acceptable. will continue to shop for similar items via amazon ",positive
" the necklace is great. it looks great and my wife loved it. one of the diamonds was a little gray (something stuck behind it) but after having it cleaned at a jewelers it looks fantastic. great price for a great item ",positive
" this is a perfect anytime gift. i bought this for my gf for xmas and she loved it. we have only been dating for 6 months i did not want to get anything that was over the top. perfect for any occasion. she'll love it. this will wow her but not worry her to think you are rushing anything plus it's under 100. can't beat the price. thanks amazon ",positive
" i really love these earrings and wear them quite a bit to spice up work clothes. ",positive
" i really like them. they look elegent on me. one of the most favorite parts besides the looks that i especially like is that they are the french loop kind that are easy and fast to put on and that they are heavy enough that they stay in place. this reduces the risk of losing them. but they are also light enough that i dont feel bogged down with them on my ears. ",positive
" not much else o say they look and wear awesome. the price is very good as well. recommend these for anyone with pierced ears ",positive
" excellent quality beautifully packaged. they were exactly as described and just what i was looking for. ",positive
" very good quality for the price. they are simple understated and classic in design. if you want flashy however these are not for you. you can ignore the 1-star reviews--the 1-star rating goes to those who a) don't read the description before ordering b) don't know what mm stands for or c) don't have the visual-spatial skills to estimate the size of the earring in the picture by comparing the overall size to the earwire (which tends to be a fairly similar size on most earrings). and please if you can't tell 14k from $5.00 dimestore stuff that will likely turn your ears green then your money is wasted here. go to walmart and get yourself something big and cheap ",positive
" exactly the size i was looking for. i knew i could do better than the baby hoop earrings. looks great ",positive
" these are delicate classic gold hoops that go with anything. i like the fact that they are unadorned and simple and small enough to be understatated but large enough to give you an elegant look. the price can't be beat either ",positive
" i am very small featured and these are the perfect size. light weight and very well made ",positive
" these are beautiful small earrings just what i was looking for. they're exactly as described 11mm inside diameter. i used the super-saving shipping and was surprised at how quickly they arrived. i'm very pleased with the entire transaction ",positive
" the watch was delivered on time. it came with the little box; everything was in great like new condition. ",positive
" wonderful watch easy transaction given as a birthday present recipient loved that it came in a can ",positive
" the best dive watch money can buy bar none. for $150 you are getting a product that is unparalleled in quality and performance. it's not perfect and at around $150 it doesn't have to be but what you are getting for that amount is far more what i can expect in swiss automatics 3x this price range or more. and don't listen to the lone naysayer out there...i'm not sure what pipe they are smoking out of but the luminosity of this watch is legendary among watch collectors....charge it up in light for a few seconds and watch this bad boy light up like chernobyl. i will echo a truth a fellow collector once related to me...any serious watch collector should have a black monster in their collection. ",positive
" i have owned both the black monster with bracelet ( my daily work watch )and the orange with the rubber strap ( which i sold to an envious friend ). besides all of the compliments that i have received from those who cant help but to notice the robust build of this model it has also paid dividends in durability under rough service on the job. i have not been diving in many years however this is the watch that i would be most confident to wear at depth. as usual seiko does not disappoint ",positive
" purchased this for my niece and she loved it. it's a great price and bright and colorful ",positive
" great value for the price. better than expected in person. quality watch for the price. love this undersea face better than the other models out there. was happy to find out that even though the band is kid sized it also fits adult women's wrist. highly recommend. will probably buy one or 2 more ",positive
" although this watch (#mc0478) is labeled for kids it is best geared for a girl 12-years or older. the timepiece portion appears to be better quality than the jelly strap which looks very cheap. i purchased this as a gift for my 18-year old sister and went to a local jeweler to replaced the plastic band with a nice blue/green leather one. overall my sister who loves the little mermaid is pleased with this watch. so far she hasn't reported any problems with the timepiece. for the price it's a good value for the timepiece but i would recommend upgrading the band. the little mermaid face is the main reason i purchased this watch but if you are looking for a good quality timepiece/band you may consider another watch ",positive
" this was a gift for my 17 year old daughter and she absolutely loves it and wears all the time!!!! i am seriously thinking of getting myself one ",positive
" very cute price efficiant... only problem is if the band gets wet and you have sunscreen on your arm will get tinted blue ",positive
" our granddaughter loves her horse necklace! she wears it all the time and is so proud of it! this necklace made her very happy ",positive
" this is the most beautiful bracelet. the piece is awesome. the sentiment is so true. i love this bracelet and decided to keep it even though i'd bought it as a gift. the workmanship is superb. the bracelet arrived 2 days after i placed my order in a well packaged box; the bracelet was in a white box with a gold ribbon around it ",positive
" i bought two of these faux amber necklaces and they are quite well made. the pendant is almost 2 inches in length it does look larger in the photograph but by being smaller it looks more realistic. it is actually a good weight not to heavy not to light it looks as if some effort has been put into the making of it. i think it is a good purchase for the price because it does not look cheap or tacky ",positive
" i like the unique style of this necklace and received compliments on it when i wore it to work. the price is reasonable for the type of necklace having such unique beads ",positive
" these lovely little gems are perfect for those women who like me have a second or third ear piercing. small enough to be dainty but large enough to be seen without being unnecessarily ostentatious. these would make a great gift for a little girl as well.i particularly liked the price point where they were being offered as i suffer from a nickel allergy and always wear gold posts in my ear. having recently transitioned from yellow to white gold these were lovely additions to my collection. at the price of under 10 dollars i was able to give them to a few others as a little hi there how are you. ",positive
" simple and elegant earrings. my wife loves them. however the backs are a trifle small to work with. ba ",positive
" i got these for $9 on the friday sale. they are well made and the perfect size. you absolutely will not find a better pair for the price. wait for the friday sale if you can ",positive
" this is a gift that has yet to be given. i am confident that she will love them though ",positive
" these are basic simple earrings of exceptional quality given the price. you would likely pay far more for comparable items elsewhere ",positive
" i am really happy with this purchase! the earrings came together in an attractive box (perfect as a gift but i don't want to give them away). they are nice and large on my earlobe and look great. they are really soft to the touch and i like the colors too. ",positive
" i got these to give to my mother-in-law. they are really lovely not too dressy so you can wear them everyday. i'm glad i jumped on them while they were on sale they'll be perfect for mother's day ",positive
" get this earring set. i got both sets this one and the pastel set to give as gifts the pearls are lovely the colors are brilliant. nice set to have or to give. ",positive
" this earrings were much larger than they seemed. they sparkle and catch the light like prisms. they made a fabulous present ",positive
" i bought thes earrings(and pendant)for myself. they are absolutely beautiful they have so much shine and sparkle to them. everyone keeps asking me where i got them i'm reluctant to tell but i do. :- ",positive
" i bought these as a gift for my beautiful fiance for christmas. at first she wasn't overly impressed but when she put them on (to humour me) she found them very pretty and unusual. the crystals really reflect the light and she was extremely pleased with them ",positive
" i bought two pairs one as a gift for a sister-in-law and the other pair for myself (otherwise i would regret it!) now my sister keeps complementing how beautuiful the earrings are- i bought another pair as a gift for her! the earrings are absolutely beautiful the colors that reflect in the light are truly gorgeous. i recommend these for anyone that loves swarovski crystal ",positive
" the necklace is lovely. it arrived soon after purchase in a handsome velvet case. quite a bargain ",positive
" the service was prompt and the product was in great condition. thanks! r. caspers 5 out of 5 stars... ",positive
" got several silver peices but this is the one she loves! th ",positive
" i love this piece!! it is a beautiful quality and design....it is lightweight and will look good with anything you wear. ",positive
" just received the necklace today and i am more than happy with it. it arrived quickly and the packaging is fantastic! it came in a little blue box and in a blue velvet bag...very nice the necklace is good quaility and has a great shine to it. i might just have to order one for myself after xmas...this one is a present ",positive
" equal to my swiss watches. fit and finish is very nice. only two seconds off per day. the luminessence is incredable. reason not giving five stars because of not having saphire crystal ",positive
" i'm a regular collector of diving watches and this is one of my favorite ones. there is something about diving watches that is really attractive though it could be subconscious and because of the fact that you can get it wet and it would still work. this watch feels rock solid like it just came out from a huge chunk of metal. for such a quality feel the price is super amazing. i would have to go for my submariner for a similar feel and on some days i prefer the feel of this than of my submariner! the luminated markers are the brightest i ever seen on any watch diving or non-diving. clasp is super-awesome better than the submariner. bracelet is not as nice looking but ok. the moveable bezel has the best click of any of the diving watches i own and this is the least expensive dive watch of all but unfortunately i paid a little too much. the only downside and may not be for you if you don't adjust your bands but if you do it's a chore. i spend hours trying to do this and was only successful after improvising as the linking system is very unusual ",positive
" an excellent watch stylish accurate and takes a beating! seiko has always had a success with this one. and at $150 i paid half the retail price ",positive
" from the moment you first hold this watch in your hand you realize it is a quality timepiece. the first thing that strikes you is its large size and heavy feel yet despite that it feels comfortable on the wrist due to its fine balance. bracelet: the bracelet end links (those that attach to the watch case) are solid rather than formed sheet metal like you will find on most other watches in this price range. the pins holding the bracelet to the watch are the sturdiest i have ever seen. each of the bracelet's subsequent links is also made from a solid piece of steel not folded sheet each component being feather-edged to prevent it digging into the wrist. its removable link pins are of an unusual machined pin and collar design which though fiddly to remove and replace nevertheless ensure that the pins remain under-flush and secure when correctly installed. the bracelet is perfectly flush on the side that contacts your wrist making it feel very smooth during wear. the clasp is very high quality having both a fold over security buckle which deploys with a satisfying click and an omega style double button catch. the security buckle closes onto a spring pin whose ends are spherical thus ensuring a tight fastening which should not wear with use. all in all these features add up to a watch that is very quiet on the wrist the only faint sound coming from its automatic winding mechanism. finally the bracelet incorporates a clever hidden diver's extension (to allow the watch to be worn over a wet suit). case: the watch case back and bezel are made from stainless steel. the case has an attractive mix of polished brushed and machined finishes which all add to the feel of quality and function. the overall impression is that this is a precision instrument rather than a fashion piece; that's not to say though that it would look out of place with a dinner jacket any more than a wet suit. the unidirectional bezel is of a heavily scalloped design protected by bezel-guards which extend upwards from each of the lug pairs. the lower guard also functions as a crown guard and all in all the impression is of a case machined from a solid billet of steel. the bezel sits slightly higher than the domed crystal thus providing protection from scratching and the crystal itself is of a proprietary seiko material hardlex which as i understand it is better at resisting scratches than mineral glass but less susceptible to shattering than sapphire. the luminosity of this watch is astounding due partly to the use of seiko's proprietary lumibrite paint but also to the large coated areas on the hour markers and hands. the bezel only turns one way as a safety feature for timing dives and feels silky smooth the best i've experienced on any seiko or invicta diver. it has 120 clicks per revolution and is nicely aligned with the face. movement: the watch uses the 21 jewel seiko 7s26 movement running at 21600 bph (that's 6 ticks per second). it is non-hacking which means that the second hand does not stop when the crown is pulled out. although this makes it difficult to synchronize if a slight backward pressure is applied to the fully extended crown it is possible to stop the second hand. the watch can not be hand wound but the self winding mechanism is very efficient and i have found that it has a power reserve of at least 24 hours. the 7s26 has been around for many years and has a reputation for ruggedness and reliability. accuracy: there are several reviews where people complain of poor accuracy. typically when new automatic movements will be set to run fast at the factory because they tend to slow down after a few weeks of use. i own three watches with the 7s26 movement and after their breaking in period all are now keeping time to within 10 seconds per day. i have a few thoughts on accuracy. you have to ask yourself how accurate does your watch need to be? if it is running 10 or 20 seconds fast per day then set it one minute slow and you will only need to re-set it once every week or two when it has advanced to one minute fast. if you need more accuracy then unless you are willing to pay at least five times as much for a swiss watch then buy a quartz. finally if you do a search on the seiko monster you'll quickly come to realize that in its various colours these watches are firm favourites amongst those who frequent the many watch forums. i would highly recommend that you purchase one and see for yourself! ",positive
" i've had a lot of watches in my life. some dressy some functional and some practically indestructible. this watch is a combination of all these factors. very solid feeling (and much heavier than my titanium dive watch). looks great and functions well. i also like the wetsuit link which allows a quick adjustment to fit over your wetsuit. the orange face is very legible and at night the watch glows almost bright enough to read by! the clasp is very secure with a dual button release and an extra clasp to prevent accidental opening. day & date are easy to adjust and very readable (much better than my citizen). this is a solid performing watch and worth the money ",positive
" the watch looks great; prominent yet not overly large. the orange really sets off the look. the large luminescent indexes are easy to see long after dark. i also like having both day and date complications and to find an automatic watch with these features for less than $300 (way less on amazon) is really a find. you will need a pro to adjust the bracelet though as each link pin is held in by two tiny bushings that are impossible to replace without the proper jeweler's tools. another bother is that the watch gains over a minute a day. overall i really like it. it's become my daily wear watch. ",positive
" the bracelet is a very bright and shiny quite nice. it's alot lighter than i was expecting i almost mistook it for plastic at first. it would make a nice gift for a young teen girl ",positive
" i bought three of these for friends for christmas and i have to say that i loved them. and most of all they loved them. they are gorgeous! just enough sparkle without being too much. i highly recommend this if you are looking for something classy and slightly understated ",positive
" my granddaughter loves this bracelet - i sent it as a surprise and she wore it to school the next day ",positive
" i was a little worried that the bracelet would be too large for a 5 year old but i got this for my daughter's birthday and it fits her perfectly. i was also a little concerned that it might be cheap looking like other things i've bought from amazon lately but it's actually a very cute well-made cheap bracelet ",positive
" made a little girl very happy. order processed shipped and delivered in a timely manner. just as expected ",positive
" good looking stylish smart and clean design handsome. once i was specifically looking for animated watches. this was one of the results. although given amazon description is really lacking details. i bought it and didn't really know what are the features in general and also specifically concerning the animation. so now i know. it has a button aside that is switching between two animation schemes. one: seconds numeric value rotates clockwise on the display; two: seconds drop down in two halfs on the display. thats all for animation and features in general. no light no more animations no stoppers/timers nothing else; just plain watch. for me the good looks somewhat compensates the thing i was originally looking for ",positive
" good tool it does what is it meant to do open the back of watches with ease. man this is so much better than scratching watchbacks with pliers. so far its been able to open all my watches with no issue ",positive
" this garinin autowinder does exactly what it is supposed to do. keeps both my autos running and ready for use. it is quiet smooth and looks pretty good sitting atop my computer desk. it has a variety of settings that will meet the needs of almost any auto watch on the market. it is well built and works as described ",positive
" i have had this winder for about a month now and i am very happy with it. the major convenience is the well-engineered slots and iserts holding watches that are of a very good quality. the inserts are holding watches steadily which contributes to proper winding. all previous more expensive winders with cushion type inserts were falling out (with watches!)and eventually were rendered useless. highly recommended unit ",positive
" i have seen many other winders in the market with the same features but with much higher prices. this winder is so quiet that i have no problem sleeping even with it on. i highly recommend it ",positive
" it exceeded my expectation. it looks great and seems quite sturdy. i bought for casual days when i am either skiing or just hanging out on a weekend. i like it ",positive
" i purchased these watches for my daughters birthday party and they were a big hit - all the kids just loved them!! ",positive
" once i got the hang of it it worked like a charm. i needed to mount a magnifying glass to the table so i could see for perfect alignment. if not perfectly aligned you break pins. now that i got the hang of it i have one pin left i keep e-maling seller to buy more pins but seller won't answer. does anyone know where to get more pins? i would buy another unit but seller went to the bank on shipping charges ",positive
" i have several fossil watches and every time i needed to adjust the band it cost me around $10 - $15. i found this tool and figured it was worth a try. i was able to remove links from 2 of my fossil watches though my newest fossil watch band was too wide to easily fit in the tool. i even used it to adjust watches for 2 of my friends.it worked well made the adjustments and they were very happy with it! they plan to buy it for themselves! you do have to make sure the pin lines up correctly with the pin but beyond that it works like a dream ",positive
" wind the pin in ever so slowly and watch if you aren't going into the hole. the smallest inaccuracy can cause the pin to bend. i straighted mine out and go the pin hole next try and it worked a dream. also good lighting is a must ",positive
" use care when you use it as it can be easy to break pins but it works just like it should and it's easier and cheaper than going to a watch store ",positive
