text,class
" i am a seattle native who constantly finds herself living either abroad or on the 'other' coast. as an avid tea drinker i frequently find myself with other epicureans and always try to convince them that market spice tea is the greatest tea blend ever!! now that i can buy market spice on amazon i can finally prove it ",positive
" the scent of this tea brewing is a real wake-me-up. cinnamon nutmeg allspice and orange peel are some of the very redolant flavors. the cinnamon is so strong that it gives a slight burning feeling in the mouth--one of my favorite things about this tea. i'm not a huge tea drinker but i really enjoy this in winter. it's great for mulling things as well--apples pears and wine. my only complaint is that it is not 100% reliant on chopped ingredients and there are some flavors added. but it's still incredibly good and nice for a thoughtful morning or evening. makes me miss seattle wa and pike place market ",positive
" i felt like i was at the movies when i received this gift basket as a present along with the movie man on fire. plenty to share with friends & family or keep for yourself while watching a good trilog ",positive
" this green curry is really really good. the only thing that would make it 5 stars would be a few more vegetables. but the flavor is excellent. nice and spicy ",positive
" nice good clean bag of flour. the amazon store i received it from shipped quickly and the flour was as expected. organic and... flour ",positive
" i ordered these for my father and ended up eating a few bags myself. they are better than the ones at the candy stores!! ",positive
" i enjoy eating quinoa. it is an excellent product that i will continue to use ",positive
" love it. cooks up easily just like rice and comes with a booklet of recipes. really good for you and makes a great side dish that is high in protein but eats like a carb ",positive
" these pods are very expensive but the taste is incredible. please reply to this review if you find better (seems hardly possible) ",positive
" this is a serious espresso. 100% pure espresso roast kona coffee that produces the finest espresso you will ever have. it's extremely smoooooth and rich and not even a hint of bitterness. if you're looking for the best cup of espresso you just found it!!! ",positive
" i'm very pleased with this tea. i boil a pot of water and then take the lid off and let it cool to the right temperature which is around 200 degrees fahrenheit. i let it steep for about five minutes and then remove my infuser and pour myself a cuppa nice light oolong. it's good and relaxing. arrived in the container seen in the picture with the tea sealed up in a little plastic bag inside of it. i'd recommend it ",positive
" these are actually pretty darn good. nice consistency for what they are with a nice chocolate taste ",positive
" these sugar free peanut butter cups were so good everyone was eating them. would purchase them again. quick delivery too ",positive
" this is the best waffle mix you can buy. i was able to purchase this at publix for years then it became hard to find. i had to purchase from a online seller buy the case. not a problem-freezes well for over a year in box. the packs are two to a box-five waffles to a pack(min.). add blueberries and you have yourself a great breakfest. all other store brand belgian waffle mix offered in every store chain pale in comparsion. the person that said this was awful... a few ideas. heat the water you add for 1 minute in microwave- this makes the dough rise for fluffy waffles-then do the same for the butter you add to the mix ( this adds moisture to the dough) stir in blueberries and everyone here asks for seconds. my husband eats breakfest in amsterdam six times a month and he has never complained nor made comparisions about these waffles- nothing but excellent taste with a real hint of malt flavoring. some math- national breakfest chain $7.00 for one belgian waffles or 10 waffles for $3.79 plus the cost of the blueberries- how can you beat that! don't forget the fresh whipped cream ",positive
" this one caught us by surprise! we don't know of any other pod maker that has this flavor and it's really good! we love the way it smells - the way it tastes - and the fact it is just plain different. most pod people are ignoring the flavored sector to this extent - and it's nice to have a cup of really flavored coffee - meaning - a rich...flavored cup of coffee is hard to come by and this one is very good. - singleservecoffee.co ",positive
" received my vanilla beans very quickly. they arrived fresh sealed well and exactly as we'd hoped ",positive
" i loved the vanilla beans sent by jr mushrooms. they price was great and the quality was equal to more expensive beans ",positive
" i was not sure what to expect upon receiving a box of this tea as a gift during the holiday season and indeed the ingredients struck me as rather unusual. being a person who generally likes my tea and coffee black with no flavoring whatsoever i was rather suspicious of the orange grapefruit and other extra 'scents'. however i was delighted with the concoction. the extras are definately present giving a slightly citric quality to the tea but are not the least bit overpowering and provide a unique aroma that is quite pleasing. i do recommend steeping it for a long time to get the most out of the leaves especially if you are to get the citric scents that make it so unique. ",positive
" i first had this tea served at the firebird resturant in new york. they served it in traditional russian tea glasses with sweetened cherries from moldavia (no sugar). this is by far the best way to enjoy this fine tea but even when i'm in less civilized parts of the country prince vladimir with a spoonful of sugar is wonderful. ",positive
" sing in me oh muse on this snow day and let me proclaim the many virtues of this fine tea. the scent and flavor of this tea are as close to my conception of ambrosia as anything else that has yet crossed my palate. it is full without being overbearing it is seasoned without being overpowering. it's great with anything from english breakfast fare to hardy curry. since conception i have been in love with tea but the prince was my first fine tea. i have still not recovered from the episode in which my father-in-law-to-be proved to me that bag tea was a crime against humanity. and yet despite amorous flirtations with rare white teas and other wondrous indian and chinese estate varieties with unpronounceable names it's still my favourite. never mind the tea purist snobs who rank on it because it's flavored with spice. would they send back a fine filet because the chef elected to use some pepper or shallots? ignore the herbal tea-totalers who regard caffeine as sinful. they probably want to outlaw yoga on sunday too. of the five or so kousmichoff varieties i've had this one is the clear winner. i've gotten my best results using hot water steeping for five to six minutes. the stuff is potent enough that you can get gasp a reasonably tannin-free second infusion. my only reservation is this; once you've entered the universe of fine tea you can never be satisfied drinking lipton salada twinings or tetley again. in guise of gifts i have managed to get many of my gastronome friends and relations addicted so that i may sup of it when i visit. isn't it a delicious irony that perhaps the greatest bourgeoisie decadence of the romanoff dynasty is today preserved by our friends in socialist france? viva la revolution! rws 26/1/0 ",positive
" i have used this flask for about a month now - i absolutely love it! i purchased this based on the reputation of the bodum brand. i have never had a problem with any kind of leakage or spillage. it has tipped over before with no problems i highly recommend this for anyone ",positive
" people are always focusing on the 2% but what about the 98%? i mean really....98% is like a 790 on the sat or an a+ in school or a 3.99 on a 4.00 scale. a 98 is really really good....just like this milk the 128 oz. of tuscan 2% milk in the plastic jug. but you gotta wonder about the price i mean they get the cream for the butter right? you gave up some of your whole milk delights for someone else's butter so i think we should get a price break or something. or maybe some kind of gift certificate when tuscan butter is finally available online ",positive
" tuscan tuscan milk husky tuscan milk large and in charge makes the other milks cry i'm not telling you why. from out of cow nipples it creamily ripples into our hearts. tuscan tuscan mil ",positive
" finally a healthy alternative to tuscan whole milk. there are those who will say that the milk of the 2% cow is somehow inferior to that of the larger whole cow. to them i say hooey! this milk is nearly 49% as tasty as tuscan whole milk. my doctor recently told me i'd have to give up tuscan whole milk due to my high cholesterol. after some angry surfing i came upon amazon's literally life-saving alternative. this magical elixir is nearly as potent. and best of all no sales tax and super saver shipping! i can wait a week for my milk amazon just keep giving me that great tuscan 2% milky goodness ",positive
" nothing says 'taste of italy' like a gallon of tuscan's finest. the aromatic flavor of your favorite vintage is proper with any main course even veal! it's even great paired with dessert! don't be fooled by cheap imitations folks this is the real thing! remember: if it's tuscan it's kosher! now with extra whiteness ",positive
" look nothing is better when it comes to a liquid substance. my gay lover and i tried the whole milk first but i fear it was too thick. there was no motion in our ocean! so i switched to the 2% and everything is peachy. when we get thirsty we just pop the cork open and take a swig. when sweaty we leave the cork off and roll around and let the milk cover our bodies! ahhh tuscan milk. ",positive
" it caresses the inside of my mouth like the sinuous tongue of my beloved ",positive
" everything was as expected. fast delivery. it is a good gift for any occasion ",positive
" okay maybe the heading exagerates just a tad... red popcorn has a much more tender husk than regular popcorn does and when it pops it explodes the kernel so well that the husks basically disappear. when it pops it looks pretty much like any other popcorn except that the popped kernels are slightly smaller than usual. the meet is white but you can see the little bits of red kernel in them. you would never know that the pretty white popcorn you were eating started out red-colored if you hadn't seen it before popping. the flavor is great! it smelled toastier as it was popping than other popcorns we've tried. we tried it all different ways with toppings ranging from sweet to savory and every way was good. we also liked the fact that it is grown by amish people and are happy to support their efforts to raise their crops the old way. they believe in sustainable farming and a clean wholesome way of life. no conagra multi-national conglomerates here just real individual farmers making a living off their land. great products raised and produced by real farmers. what better reasons do you need to buy some of this really tasty popcorn! ",positive
" i've tried lots of coffee pods and black mountain gold is by far the best!! the flavor is always full and rich never bitter. the moka java is delicious. ",positive
" i tried making my own fondant 3 times with no success. trying to stir the muck recipe books told me to make broke every wooden spoon i had. this is so easy! the instructions are right on the bag--you just add it to melted butter! so simple much easier than everything i have tried in the past. if you want to make your own candy this is what you need. save a wooden spoon buy dry fondant today ",positive
" this chocolate was great - the first time i used a fondue fountain i used chocolate chips - i had no idea you have to melt it beforehand in a pot then add oil to it in order to use it - i ended up adding too much oil and ruined the whole thing - then someone told me about using liquid chocolate - it was so much easier you just have to pour it in. and the taste was amazing - if i didnt find this i probably would never have used my fountain again.. ",positive
" this chocolate has ruined me for any other. if you like the dove dark chocolate candy you will love this. it's smooth and creamy like drinking a dark chocolate bar. and it's not fattening. only 100 calories dissolved in 1/3 c. milk; yet it seems to make about 1/2 cup. that's all you need. it's rich filling and very satisfying. i just wish amazon had the complete list of products. this is not for people that like hershey's chocolate! ",positive
" being french these have always been one of my favorites. the reviewer before me obviously didn't know how to cook these so hear: you must bake them in the oven until they crack open and even then let them get slightly burnt. the crispy blackened parts are always everyone's favorites! these sausages are very tasty and highly nutritious while low-fat (compared to regular sausages) so give them a try!! the best side dish to go with these is either mashed potatoes or un-sweetened fresh applesauce (delicieux!). enjoy ",positive
" these are not for weight control but are very diabetic friendly. it is so nice to once again be able to enjoy one of my favorite cookies and keep control of my blood sugar. if you are a diabetic and loved oreo's i recommend trying these ",positive
" i eat popcorn all the time and have used this salt for a couple of years. i disagree that it has a chemical taste but taste is always pretty subjective. if you like alternatives to salt give it a try. ",positive
" ...and so far this sometimes-hard-to-find tea om is the best yet. the undertones of peach are stronger than the cucumber. the taste is incredible - simultaniously comforting the sipper and awakening their taste buds to the unique mix of green and black tea used in creating this little treasure in a cup! i am hording the last bag i have! it's certified organic and it's kosher. what more could you ask for? the little quote from the back of the paper sleeve tazo created may convince you - even if my review does not : the word om is frequently seen on prayer wheels stones and flags as you walk through the himalayas. to merely say it releases a vibration of peace. imagine what happens when you drink it. ",positive
" these steaks were tender and tasted very good. so good in fact we ordered more ",positive
" when you have to impress the in-laws or that new girlfriend... or actually whenever you just want the perfect burger!! these babies are preformed shrink wrapped and are perfect for the grill. i have yet to have one be less than perfect. the difference between these burgers and the ones from krogers are immense! i usually grill mine outside but even when we put them on the fry pan they come out fantastic. i can not recommend these burgers highly enough. i usually wait until omaha offers a really good steak deal with free burgers thrown in and then make my order in bulk. always arrives when they say it will and never fails to please. one aside... the extras like knives and cutting boards are throw-aways... wait til there are good meat sales!!! also... try the beef tips... they are to die for!! enjoy ja ",positive
" i recently received a shipment of omaha burgers. i normally order the filets. the burgers were perfect size for a hamburger bun they are pre-formed and uniformly sized -- that way they're all done cooking at the same time. the ground beef was high quality and didn't shrink at all and the burgers had full flavor. they are a little pricey for burgers but i will order them again for their quality. they're perfect when having a small group of friends over for a cookout ",positive
" wonderful for eating as a snack right out of the can or in cereal. not hard little rock-like things but real blueblueberries ",positive
" i sent this coffee to two friends back east. they thoroughly enjoyed getting it and said it was delicious ",positive
" this is my favorite starbucks roast but why dont you just go to your local starbucks to purchase this its the same price if you just go there and you dont have to pay for shipping and handeling and all that stuff plus they will grind it for you there ",positive
" it's interesting when you find out that tapioca pearls are actually those little bubbly round things you find in pudding. they are really good. this is a great product. i recommend it ",positive
" i'm definitely a satisfied customer. my dhl package got to me damaged and the box was wet. the bubble tea customer service representatives where wonderful about replacing it. i will buy from them again! they have excellent customer service in my book! thanks. ange ",positive
" i received my package via ups in a reasonable amount of time. the coffee itself is smooth and very flavorful but not fake-tasting. howeveri did waste a few pods trying to perfect the use. for some reason a couple of cups came out really weak. so i referred to the senseo handbook for a hint. now when i put a pod in i make sure to smooth it out on top and make sure it is in evenly and snugly. that seems to have solved the problem. ",positive
" this one caught us by surprise! we don't know of any other pod maker that has this flavor and it's really good! we love the way it smells - the way it tastes - and the fact it is just plain different. most pod people are ignoring the flavored sector to this extent - and it's nice to have a cup of really flavored coffee - meaning - a rich chocolate and raspberry flavored cup of coffee is hard to come by and this one is very good. singleservecoffee.co ",positive
" i dont know about the slimming effects but the tea tastes grea ",positive
" this popcorn oil does indeed make your popcorn taste like theater popcorn. it is simple and easy to use. i use it in my whirley-pop stovetop popper and my popcorn comes out perfect every time. my family and friends love it. ",positive
" gives a really nice taste to popcorn. i wasn't expecting it to be solid - looks more like shortening than oil but it does taste good. you can smell the coconut oil. tastes like theater popcorn ",positive
" this product really does workespecially in the stir crazy popper.it makes crunchy popcorn every time ",positive
" i recieved my package today much quicker than i expected. the items in the set were so fresh; also i really enjoyed the festive packaging. i love thai food and have recently am trying to adopt a totally asian way of cooking for health reasons i am now in my third week and have lost 15 pounds and pain from my fibro and ra is gone. in addition to the health benefits from thai cooking is it satisfies my taste...i don't crave fatting spicy foods or even sweets anymore...:). i encourge those that want to try to give it a shot...it's not as hard as it looks. if you live in area such as i do..and have limited access to thai ingredients this package will get you on your way..to health wholesome thai foods...thanks for offering this product...pa ",positive
" having lived in what i consider the coffee capitol of the united states portland i am confident in my personal assertion that torrefazione italia was the finest coffee shop out there. the environment was warm and exotic while the coffee was second to none poured by authentic baristas. now that these coffee shops have been closed by starbucks i am thrilled to still be able to purchase the beans here on amazon. give them a try and i bet you won't go back to whatever it is that you are drinking now. ",positive
" just received this set today and i'm already on my second cup. i can't wait to show our dinner guests this set so they can feel like they are dining in a 5 star restaurant ",positive
" it is impossible to go back to regular coffee after you drink this stuff. my husband drinks kona every day and i have gotten several friends hooked on it. i highly recomend this product! and company the kona island coffee company is great they always get the coffee out quick and if there is ever anything wrong the will work with you to fix it. : ",positive
" the matcha tea is exactly what i expected. extremely green great flavor. keep in mind i'm in no way a matcha expert but from my limited experience with this type of tea (starbucks etc.) it was great. got the product within days of ordering it far before the estimated date of delivery. highly recommend this seller ",positive
" bought to use in a cheesecake recipe that we've been enjoying for a year now using instant powder subsitutes...this is a reasonably-priced nice-sized sample to use. $5 shipping is a bit goofy for a soft 1-oz. packet of powder but luckily i had a gift certificate. i look forward to trying different recipes with this. cheesecake tastes good a lot earthier/more organic now that we have the real matcha. i think i'll try making iced lattes now. too bad it didn't come in the cute little round tin that they show it in...that was an appealing package but the resealable soft packet is nice too ",positive
" i use this powder to make the jamba juice equivalent of the matcha green tea blast. it does a great job in reproducing the taste. i'd recommend this supplier ",positive
" my recipe for iced green tea latte. 1 teaspoon (approx 4 gms) green tea powder a pinch (1gm) of soy protein powder 1 tablespoon sugar - mix with 1 tablespoon hot water and let seep for 2 mins. add milk (8-10 oz) and ice ",positive
" this product was exactly what i had hoped for as i was coming across recipes that called for matcha powder. it worked perfect and makes an excellent cup of tea (a little goes a long way i definately feel i got my moneys worth). try it in panna cotta ",positive
" i enjoy starbuck's version w/melon flavor in latte and frapuccino. at home i just blend mine with vanilla soy milk which i think tastes awesome ",positive
" this was my dad's absolute favorite candy. he loved orange and bittersweet chocolate best of any flavors and this was for him a match made in heaven. i adore it as well. after my dad passed away i found a stash of them in his cupboard. they aren't easy to find but they make a most welcome after-dinner sweet with coffee for guests. ",positive
" the product description calls the orangettes belgian vitamin c. except for the luxury price i'm sure belgians must be pretty healthy with these around. they're amazing! the combination of orange peel and chocolate has long been popular but leonidas does it very well. the dark chocolate is very rich not bitter and completely covers the orange peel (which retains a good flavor and isn't overly sweet). unlike other chocolatiers who often dip the peel only partially leonidas has made certain to put their chocolate center stage by using a generous portion. the result is an addictive treat because the flavors linger on the palate and the orangettes aren't so sweet as to become cloying. i don't know if these guys are really going to improve your health but they will definitely improve your day. in my opinion they're worth the money as an occasional purchase and certainly worth a one-time try. the packaging is a gold box wrapped in blue and white leonidas paper with a gilt deep purple box. for shipping the package was placed inside a sturdy styrofoam shell. mine arrived within three days and looked like i'd purchased them at the store to give as a gift ",positive
" this freeze dried peaches are great! i found freeze dried peaches in my local health food store but they were so expensive i was looking for something more economicial. these fit the bill perfectly. the peices range in size from a small to a large crouton great bite sized peices that you can pop into your mouth. shipping was fast too the order was shipped out on the same day and i had them at my door in less than a week (a lot quicker than when amazon said they would be delivered) ",positive
" i was completely satisfied with this purchase. the preserved lemons were perfect (dinner guests loved the special flavor they added to a chicken/almonds/olive dish) and the company shipped the order very quickly. a quality item well-packed and promptly shipped at a fair price. ",positive
" finally a lemon that can be preserved for future generations to see and behold it's yellow glory. thank you modern science ",positive
" i love this stuff having grown up in hong kong then a british colony we ate this stuff like water. it's an acquired taste though if you were not brought up on it. spread it thin over bread and butter. delicious ",positive
" the item arrived in a timely manner and was represented correctly. i'll use this company again ",positive
" marmite is great. its like eating the stuff you would scrape off the sole of your shoe after you'd been walking around in an old factory for a day. i think it tells about the character of a small island population that came to rule the world. thank god they left before they had the rest of us eating this filth ",positive
" for those of us brought up on vegemite marmite doesn't make the grade. for those brought up on marmite vegemite seems a poor substitute. for americans who only seem to put sweet stuff on their cake (oops i mean bread) both are revolting. i think that a major reason why americans abhor these savoury spreads is that being used to spreading honey and jam on their breakfast toast they tend to use like quantities of vegemite or marmite. to uninitiated the taste of either spread applied so lavishly is going to be overwhelming. before passing judgment on these spreads you would do well to heed the advice of joanna or mtspace and apply thinly. it also works best with very fresh bread or hot toast. incidentally i believe that marmite was first. vegemite was an australian imitation created several years later. it was originally called parwill - a pun which will be appreciated by aussies and brits but which may not be understood by americans because of the way the words are pronounced. i only give marmite four stars. that probably tells you my upbringing ",positive
" i went to uk for the first time a couple of years back. my friends introduced me to marmite as something some people enjoyed when they couldn't afford eggs and bacon. the mr said it was made from a by-product of beer i thought he was joking at first. spread it thinly on a piece of dry toast served properly he demonstrated then handed to me. it was surprisingly strong but i liked it. savory [or savoury as they would spell it] like bacon or other cooked meats but none of the awful fat or grease. it's not terribly hard to find here since the advent of shopping with the wonderful world wide web so i have been able to enjoy this in the us as a snack between meals on one slice of whole wheat bread often a late night sandwich with room temperature cheese and tomato. ",positive
" marmite is the greatest thing since sliced bread. it is the thing that most ex-pats miss. but it is most definitely not vegemite. that is an entirely different thing. well - not that entirely different maybe. but to my mind marmite is far superior. it tastes 'meatier' is a glorious glossy brown/black colour comes in a much nicer jar and makes a lovely drink. 1 teaspoon in a mug of hot water in which you dunk thick slices of buttered bread. lived on this when a poor student ",positive
" my first culinary memory involves a surreptitious finger dip into the marmite jar at the age of three; it is the first food i remember really loving. and ever since then i have had difficulty getting enough of it. not everyone reacts to it the same way. some imagine it looks too much like axle grease. others complain that it smells too much like beer left overnight to go bad. these facts suggest that one might only serve it to close friends and only when there are some alternatives. in any case the marmite claim love it or hate it is quite apropos. it rarely evokes a neutral reaction. the best preparation i can think of is to mix it thoroughly with butter. one part marmite to two or three parts butter. then spread thinly on toast. served this way the primary flavor of marmite is salt. then there is a subtle meaty flavor sometimes called umami - it's a flavor that is present in well browned mushrooms or red meat. the label suggests that it might be put to excellent use in soup stocks as a substitute or supplement to caramelized roasted vegetables - onions and carrots. as for nutritional value even spread thinly it is dynamite. those who fall hopelessly for its charms may find themselves consuming mega-doses of a few crucial b vitamins. it is an exceptionally rich source of b12 folicin and b6. and since it is free of animal products it is an ideal food to include in a vegan diet which normally falls short in delivering b12. ",positive
" this contains no corn. whoo hooo. finally i can have vanilla bean extract with no alcohol derived from corn or corn syrup. corn takes away from the flavor of natural vanilla. this is the best vanilla extract out there. you have to try it ",positive
" this is the best coffee i have ever had! i've tried each flavor now and they are all fantastic. the espresso and dark roast are robust yet smooth not charred at all. my favorite is the light roast but all the varieties are flavorful and smooth. warning... this stuff is addictive. also the pods work great in the senseo machine. ",positive
" do you have a birthday anniversary or other memorable occassion that is drawing near? if you do and you still haven't found that special someone a gift for the gods consider ripened ovaries. with their green hues and textured bodies these ovaries should be at the top of everyone's gift list ",positive
" my boyfriend and i received two of these gorgeous cucumbers as a surprise gift from a friend. and what a surprise! they arrived as fresh as mother nature intended. and they didn't skimp on the size of these suckers either. and it just so happened i was making gazpacho that night and needed cucumbers when lo and behold the ups delivery lady rang my bell. boy did we get a lot of pleasure out of these babies. if you want to brighten someone's day give the gift of cucumbers ",positive
" a 2 pack is much better at filling the void than a one pack... plus cucumbers are full of water for rehydration ",positive
" oh how i love the most delicious incredible edible fruit of the plant cucumis sativus. who would've thought that this was a member of the gourd family cucurbitaceae--a cousin of the melon? cucumbers have many great uses. they're delicious in salads and is there any snack tastier than a pickle? i also hear they have non-culinary uses as well. some say cucumbers help to reduce the swelling around eyes or the bags under the eyes....maybe that's because they're 90% water. i've also heard that there are more adult uses for the cucumber but i've only seen that in movies ",positive
" hard to imagine something could make one's honey even sweeter but this fills the bill. the little jars make it easy for you to try different flavors (as opposed to being stuck with a large quantity of one). all of them were quite yummy too. the only thing i would change is the brush that's included -- it's tiny which makes it fun to tease and do little bits at a time but it could be just a bit broader. the bristles tend to get overwhelmed by the chocolate. then you just use your fingers.. ",positive
" i was treated to this sauce while in canada for a friends wedding recently. i have to say it is easily the best steak/brown sauce i've ever had - it's sweet and tangy and spicy all at the same time but not overpoweringly so. the sauce seems extremely versatile and would be excellent over steak poultry burgers fries - and i'm sure would be a fantastic marinade as well ",positive
" it has become so hard to find hp sauce where i live in california in the last few years. i have no idea why. it is scrumptious and i'm thinking of opening my own hp-only franchise outlet! ( ",positive
" i grew up with this and introduced my husband to it a few years ago. he likes hp much better than a1. i use it on steak hamburgers meatloaf and roast beef sandwiches! try it out ",positive
" fabulous with eggs and bacon as well as steak! haven't ordered it from amazon before now because it wasn't available but we ate it with everything in england! definitely authentic anglo-cuisine ",positive
" great service quick shipping if you order through the companies web site you will save $10.0 ",positive
" after comparisons of plastic metal and granite... i decided to go with the stone and was delighted with my choice. not only is it beautiful but the craftsmanship is superb. i could not have made a finer choice! i think every kitchen should have one ",positive
" better than expected quality - very nice quality and very attractive. quick shipping and response ",positive
" i put this item on my christmas wish list....i didn't realize just how large and lovely and superior in quality it would be compared to others on the market! i've never seen a mortar and pestle like this before. it is top quality and a 'treat' to own and use ",positive
" if you like smashing things this does the job nicely. i smiled taking it out of the box. it is quite heavy and large. very nice open bowl with large capacity. i highly recommend this as a workhorse. warning: you may need a second smaller mortar if you pour/dump from your mortar often as this is very heavy. but this is very handy for working with larger items or quantities ",positive
" what a great mortar and pestle! it was a gift for my father-in-law and it was better than he had expected. he has used it extensively and is very happy with the results ",positive
" received as a gift from my wife (i'm the cook) and it makes quick work of herbs fresh berries for yogurt or anything you need to smash ",positive
" one of the best purchases for my kitchen. it is incredible what you can do with this handsome addition and it looks great in the kitchen. making marinades with it is so easy. i totally recommend it. it would also make a great gift ",positive
" and it is such a great mortar and pestle. functional and looks wonderful on my counte ",positive
" the gift received rave reviews and it arrived days before expected. thank yo ",positive
" this item is very nice. i sent it to my mother and she was thrilled to recieve it. all the products were fresh and very flavorfull ",positive
" this was a delight to receive! it was delivered fast and was packaged beautifully! there is a little something for everyone and everything is fresh and delicious. i plan on ordering for friends and office for the holidays ",positive
" i've tasted different rice varieties and this one is incomparable in taste and texture. some of you may be skeptical but this special variety is short and plump but has a nice shine and not brittle when it is steamed. also the texture is smooth as you eat it along with your favorite foods. excellent for sushi. people who like their cooked rice a bit glutinuous will love this ",positive
" i've tried lots of coffee pods and black mountain gold is by far the best!! the flavor is always full and rich never bitter. the french vanilla is delicious ",positive
" tazo chai organic spiced black tea is a blend of black tea ginger cinnamon black pepper cardamom cloves and star anise. these items are all organically grown and this creates a sense of purity and clarity of thought. the tea has a delicious rich flavor and is perfectly blended for an ultimate chai experience. delicious when you add a packet of stevia and a swirling of lavender honey. milk powder makes this richer and a splash of cream makes it luxurious. while drinking this tea you are transported to india where chai wallahs sooth your soul with a cup of spicy tea. each cup of tazo tea is an adventure. ~the rebecca review ",positive
" **** tazo's chai black tea is an enjoyable chai experience for the most part. on the paper tea packet tazo writes a rich blend of teas and spices in the style of the hill dwellers of the himalayas. on their web site tazo describes the flavor profile of chai as cinnamon creamy sweet spice and medium-bodied yet full-flavored with the spicy kick of cinnamon ginger cardamom and black pepper. tazo describes the aroma as sweet spice. those are pretty accurate. the black tea blend is a little bitter though even with minimal brewing. it's a real trick to get it to brew long enough to get to experience the flavor from the spices without having the tea turn bitter. the ingredients in chai are: black teas ginger cinnamon black pepper cardamom cloves and star anise. it is caffeinated. tazo is an interesting company that makes only super premium teas. they are socially responsible based in portland and have the motto the reincarnation of tea. tazo is owned by starbucks. their web site is fun and quirky with a zen-type focus definitely worth checking out. it is unclear though from their web site how many of their ingredients are organic or kosher and they do use some natural flavors in their teas--this wording seems a little vague for a super premium tea. i would rate this tea and tazo in general as good---better than premium teas like stash or celestial seasonings---but not as good as numi. i'm soooooo spoiled by numi teas which is why tazo chai gets only four stars. *** ",positive
" the crema was pretty thick as it brewed and the coffee appeared to have a nice dark color. we got a nice strong aroma of coffee and preceded to add some milk (1%) and sugar. our first impressions...good flavor...a nice cup of coffee. we did enjoy the cup of coffee we don't know of any other pod maker that has this flavor and it's really good! we love the way it smells - the way it tastes - and the fact it is just plain different. most pod people are ignoring the flavored sector to this extent - and it's nice to have a cup of really flavored coffee! review from singleservecoffee.com ",positive
" if it is possible to fall madly in love with a box of chocolates then the assortment is the perfect place to start such an adventure. these chocolate are named after leonidas kestekidis who definitely knew how to create chocolates for the true chocolate connoisseur. when he moved back to belgium he not only married his true love he created chocolates the world now adores. when you taste these chocolates your taste buds will also finally know true chocolate happiness. whether you try one of these with a cup of coffee or tea or enjoy one as a daily indulgence these will impress. the i love you chocolate with dreamy lemon filling embodies this sentiment. each chocolate has a unique design and the i love you chocolate has two hearts ribbons and a seal. after you sample the variety of chocolates specific flavors will stand out as favorites. here are my favorite creamy fillings (ganache and butter cream) which come in dark white and milk chocolate depending on the selection: antoinette - a smooth brandy flavored ganache lingoit lait - absolutely delicious vanilla flavored fresh butter cream filling. time definitely stopped while tasting this chocolate. irrésistible - dark chocolate and strawberry sauce. for ever - if you love coffee this may be one of the most delicious milk or dark chocolate chocolates ever made as it is filled with a special coffee cream that has hints of caramel. i ordered an entire box of these and they come in a variety of flavors. the milk chocolate and cherry filling is like claude debussy's rêverie. it is difficult to describe besides saying it is like a delicate cherry icing wrapped in milk chocolate. merveilleux - milk or dark chocolate filled with coffee ganache. europe - dark or milk chocolate filled with rum filling. ganache - milk or dark chocolate with pure ganache. tosca - milk chocolate with a special ganache. poésie - dark chocolate and a cointreau filling. antoinette - delicate caramel hints in the milk chocolate coating mingle nicely with the vanilla filling. eve - milk or dark chocolate with a creamy dreamy banana filling. alexandre le grand - a milk or dark chocolate with caramel cream. also recommended: if you wish to also try the napolitains i'd suggest the 1 pound sampler ballotin with six varieties. you may also want to look for the new palet d'or. a deeply delicious and strong bitter chocolate filled with ganache. the center is made with butter cream and chocolate and the outer coating is a masterpiece with gold decorations. leonidas now has over 1700 stores and sales locations worldwide and they offer over 80 varieties of fresh chocolates. the chocolates are air freighted weekly from brussels so you will always find the quality to be superior. my chocolates arrived fast and were as fresh as if i had purchased them in belgium. they were carefully packaged in the famous gold boxes with signature/seasonal wrapping and a ribbon. the boxes were then placed in protective styrofoam containers to protect the chocolates during shipping. the expedited shipping is recommended from may to early september. ~therebeccareview.com ",positive
" when we traveled in belgium some years ago we were constantly tempted by chocolate. there was a godiva store on every corner with uniform overstuffed waxy tasting chocolates. someone suggested we try leonidas and it was a revelation!! half the price of godiva's chocolates and lightyears more flavorful and more like the artisanal chocolates that are so popular now. the flavors were more interesting the finish more refined and the dark chocolate more full of cocoa bitterness and depth. leonidas is it as far as belgian chocolates are concerned ",positive
" if you like a strong but smooth flavorful coffee this is it. i have tried others and just keep coming back to this one. my second joice would be the starbucks italian blend ",positive
" in my case it was for my dad's birthday a couple days ago and it went great. i placed my order a week before the event (i know probably could have been too late) but it arrived 3 days later packaged really well in dry ice. if you're looking for a gift for a male relative you will never go wrong with getting him some omaha steaks ",positive
" gave this as a gift to my father for fathers day! he loved it! said the steaks arrived in excellent condition packed in dry ice and we're very enjoyable! one of the best fathers days gifts ",positive
" my husband's co-worker gave him two bags of this to bring home. it was unbelievable. the best green tea i have had. i thought i had the best at tenren in taipei but this is great. the aroma is incomparable ",positive
" if you appreciate caliente you must try this ",positive
